TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Mischief,2021,10,23,19,4,COMMERCIAL DR / PARKER ST,Grandview-Woodland,494942.3465,5458113.9735
Mischief,2021,2,7,10,50,COMMERCIAL ST / STAINSBURY AVE,Kensington-Cedar Cottage,495047.9241,5455517.8141
Mischief,2021,9,9,9,30,COMMERCIAL ST / STAINSBURY AVE,Kensington-Cedar Cottage,495047.9244,5455517.8143
Mischief,2021,5,11,9,27,CONTINENTAL ST / NEON ST,Central Business District,490633.7493,5458160.9873
Mischief,2021,5,16,23,30,CONTINENTAL ST / NEON ST,Central Business District,490633.7493,5458160.9872
Mischief,2021,1,3,12,40,CORNWALL AVE / CYPRESS ST,Kitsilano,489248.1274,5457756.851
Mischief,2021,5,12,0,0,CORNWALL AVE / VINE ST,Kitsilano,488553.1633,5457774.5623
Mischief,2021,5,14,17,0,CORNWALL AVE / VINE ST,Kitsilano,488553.1633,5457774.5623
Mischief,2021,1,8,14,0,CYPRESS ST / W 5TH AVE,Kitsilano,489228.2677,5457170.8519
Mischief,2021,7,3,15,59,DAVIE ST,Central Business District,491163.2126,5457938.9624
Mischief,2021,8,3,22,28,DAVIE ST / DENMAN ST,West End,489686.5487,5459400.7087
Mischief,2021,8,24,17,50,DAVIE ST / GRANVILLE ST,Central Business District,490821.3141,5458274.1466
Mischief,2021,10,14,12,27,DAVIE ST / GRANVILLE ST,Central Business District,490821.3141,5458274.1466
Mischief,2021,1,24,7,24,DAVIE ST / HOWE ST,Central Business District,490748.5904,5458346.3184
Mischief,2021,3,30,4,23,DAVIE ST / HOWE ST,Central Business District,490748.5904,5458346.3184
Mischief,2021,9,28,23,38,DAVIE ST / HOWE ST,Central Business District,490748.5904,5458346.3184
Mischief,2021,10,9,15,49,DAVIE ST / HOWE ST,Central Business District,490748.5904,5458346.3184
Mischief,2021,11,11,6,57,DAVIE ST / HOWE ST,Central Business District,490748.5904,5458346.3184
Mischief,2021,10,19,21,38,DAVIE ST / HOWE ST,Central Business District,490748.5908,5458346.3187
Mischief,2021,10,11,18,55,DAVIE ST / JERVIS ST,West End,490187.8745,5458904.0124
Mischief,2021,2,5,17,9,DAVIE ST / MARINASIDE CRES,Central Business District,491269.311,5457816.8496
Mischief,2021,10,24,7,15,DAVIE ST / NICOLA ST,West End,490001.6679,5459086.9464
Mischief,2021,9,4,3,0,DAVIE ST / RICHARDS ST,Central Business District,490961.8124,5458133.405
Mischief,2021,2,17,12,30,DAVIE ST / THURLOW ST,West End,490456.6507,5458633.7717
Mischief,2021,12,18,16,45,DAVIE ST / THURLOW ST,West End,490456.6507,5458633.7717
Mischief,2021,4,11,14,0,DENMAN ST / NELSON ST,West End,489920.1367,5459634.8577
Mischief,2021,10,12,11,0,DENMAN ST / NELSON ST,West End,489920.1367,5459634.8577
Mischief,2021,5,5,14,13,DENMAN ST / W GEORGIA ST,West End,490276.8955,5459994.7654
Mischief,2021,6,30,1,50,DISCOVERY ST / W 10TH AVE,West Point Grey,485229.7698,5456795.4061
Mischief,2021,6,28,21,8,DRAKE ST / GRANVILLE ST,Central Business District,490706.9057,5458156.82
Mischief,2021,6,27,19,0,DRAKE ST / HOMER ST,Central Business District,490918.1149,5457946.0875
Mischief,2021,4,7,19,0,DUMFRIES ST / E 26TH AVE,Kensington-Cedar Cottage,494658.974,5455011.0639
Mischief,2021,1,13,23,18,DUNBAR ST / W 26TH AVE,Dunbar-Southlands,486521.5369,5455155.3999
Mischief,2021,10,30,16,0,DUNBAR ST / W 32ND AVE,Dunbar-Southlands,486516.8271,5454521.9835
Mischief,2021,11,28,3,42,DUNLEVY AVE / E CORDOVA ST,Strathcona,493064.1838,5458832.4063
Mischief,2021,3,6,22,8,DUNLEVY AVE / E HASTINGS ST,Strathcona,493061.1076,5458728.899
Mischief,2021,3,7,17,30,DUNLEVY AVE / RAILWAY ST,Strathcona,493072.971,5459128.0431
Mischief,2021,3,16,16,30,DUNLEVY AVE / RAILWAY ST,Strathcona,493072.971,5459128.0431
Mischief,2021,11,15,15,47,DUNLEVY AVE / RAILWAY ST,Strathcona,493072.971,5459128.0431
Mischief,2021,6,28,9,30,DUNSMUIR ST / HOMER ST,Central Business District,491747.0363,5458780.8859
Mischief,2021,7,19,1,1,DUNSMUIR ST / HOMER ST,Central Business District,491747.0363,5458780.8859
Mischief,2021,9,22,19,30,DUNSMUIR ST / HOMER ST,Central Business District,491747.0363,5458780.8859
Mischief,2021,2,14,0,0,DUNSMUIR ST / HOWE ST,Central Business District,491464.1457,5459064.7482
Mischief,2021,2,19,14,18,DUNSMUIR ST / RICHARDS ST,Central Business District,491675.8843,5458852.2982
Mischief,2021,8,11,19,11,DUNSMUIR ST / RICHARDS ST,Central Business District,491675.8843,5458852.2982
Mischief,2021,5,18,6,15,E 10TH AVE / PENTICTON ST,Renfrew-Collingwood,496143.7301,5456475.1579
Mischief,2021,9,8,19,44,E 11TH AVE / PRINCE EDWARD ST,Mount Pleasant,493002.7823,5456439.5355
Mischief,2021,5,17,23,40,E 12TH AVE / GLEN DR,Mount Pleasant,494074.1263,5456326.1176
Mischief,2021,4,26,22,30,E 14TH AVE / QUEBEC ST,Mount Pleasant,492491.9418,5456189.5084
Mischief,2021,10,29,23,50,E 15TH AVE / KNIGHT ST,Mount Pleasant,494475.2016,5455984.2405
Mischief,2021,9,17,20,30,E 16TH AVE / RUPERT ST,Renfrew-Collingwood,497536.694,5455866.8571
Mischief,2021,10,4,19,30,E 16TH AVE / WATSON ST,Mount Pleasant,492675.4459,5455983.2401
Mischief,2021,10,2,22,30,E 17TH AVE / QUEBEC ST,Riley Park,492483.4813,5455887.4368
Mischief,2021,6,9,9,1,E 18TH AVE / WELWYN ST,Kensington-Cedar Cottage,494954.3343,5455727.4881
Mischief,2021,2,7,10,48,E 1ST AVE / MAIN ST,Mount Pleasant,492671.8287,5457490.2392
Mischief,2021,10,3,7,0,E 1ST AVE / MAIN ST,Mount Pleasant,492671.8287,5457490.2392
Mischief,2021,6,21,7,58,E 1ST AVE / NOOTKA ST,Hastings-Sunrise,496983.1123,5457402.7073
Mischief,2021,9,12,20,0,E 1ST AVE / QUEBEC ST,Mount Pleasant,492521.1472,5457494.0217
Mischief,2021,4,7,2,31,E 1ST AVE / RENFREW ST,Hastings-Sunrise,496782.9848,5457402.4867
Mischief,2021,11,29,1,0,E 22ND AVE / SLOCAN ST,Renfrew-Collingwood,496389.2665,5455324.7131
Mischief,2021,1,8,2,42,E 23RD AVE / ONTARIO ST,Riley Park,492360.8412,5455243.6961
Mischief,2021,4,26,23,57,E 27TH AVE / FRASER ST,Riley Park,493435.6014,5454875.6698
Mischief,2021,5,22,15,0,E 27TH AVE / VICTORIA DR,Kensington-Cedar Cottage,495260.3584,5454889.4158
Mischief,2021,5,23,14,7,E 29TH AVE / SLOCAN ST,Renfrew-Collingwood,496386.4661,5454650.8574
Mischief,2021,4,23,14,0,E 2ND AVE / MAIN ST,Mount Pleasant,492668.0682,5457370.5245
Mischief,2021,11,5,17,0,E 2ND AVE / MAIN ST,Mount Pleasant,492668.0682,5457370.5245
Mischief,2021,12,23,13,5,E 2ND AVE / MAIN ST,Mount Pleasant,492668.0702,5457370.525
Mischief,2021,1,28,20,0,E 2ND AVE / RUPERT ST,Hastings-Sunrise,497541.3805,5457301.197
Mischief,2021,3,19,8,50,E 30TH AVE / KNIGHT ST,Kensington-Cedar Cottage,494443.707,5454548.3088
Mischief,2021,1,7,23,0,E 33RD AVE / NANAIMO ST,Kensington-Cedar Cottage,495726.3747,5454114.457
Mischief,2021,11,11,0,40,E 37TH AVE / KNIGHT ST,Kensington-Cedar Cottage,494401.1475,5453787.015
Mischief,2021,10,15,19,52,E 3RD AVE / MAIN ST,Mount Pleasant,492665.2111,5457279.2128
Mischief,2021,5,30,18,0,E 3RD AVE / QUEBEC ST,Mount Pleasant,492524.8365,5457280.658
Mischief,2021,10,31,21,0,E 40TH AVE / VICTORIA DR,Kensington-Cedar Cottage,495233.9265,5453462.2605
Mischief,2021,4,9,8,30,E 41ST AVE / FRASER ST,Sunset,493407.6951,5453341.8346
Mischief,2021,8,24,16,0,E 41ST AVE / ROSS ST,Kensington-Cedar Cottage,493988.4217,5453334.8334
Mischief,2021,10,4,0,0,E 43RD AVE / SOPHIA ST,Sunset,492758.9311,5453155.5284
Mischief,2021,10,28,21,0,E 44TH AVE / PRINCE EDWARD ST,Sunset,492913.2342,5453050.8389
Mischief,2021,4,19,6,24,E 45TH AVE / KNIGHT ST,Sunset,494383.8589,5452916.6731
Mischief,2021,10,1,5,0,E 45TH AVE / SOPHIA ST,Sunset,492756.7669,5452955.3251
Mischief,2021,8,6,14,30,E 47TH AVE / PRINCE EDWARD ST,Sunset,492905.9234,5452750.0112
Mischief,2021,2,25,7,20,E 48TH AVE / FRASER ST,Sunset,493394.4214,5452641.9697
Mischief,2021,12,27,7,52,E 49TH AVE / FRASER ST,Sunset,493395.1364,5452521.6609
Mischief,2021,4,2,4,5,E 4TH AVE / QUEBEC ST,Mount Pleasant,492522.1257,5457181.0306
Mischief,2021,3,6,13,49,E 51ST AVE / MAIN ST,Sunset,492596.2894,5452333.8996
Mischief,2021,12,26,14,15,E 56TH AVE / PRINCE EDWARD ST,Sunset,492884.8582,5451830.0425
Mischief,2021,5,6,17,0,E 57TH AVE / KNIGHT ST,Sunset,494388.7582,5451707.8868
Mischief,2021,5,19,1,49,E 58TH AVE / MAIN ST,Sunset,492577.7716,5451651.6756
Mischief,2021,10,1,6,0,E 5TH AVE / FRASER ST,Mount Pleasant,493519.1846,5457045.7386
Mischief,2021,11,9,14,21,E 5TH AVE / QUEBEC ST,Mount Pleasant,492519.4826,5457083.0039
Mischief,2021,3,22,21,0,E 63RD AVE / MAIN ST,Sunset,492564.5422,5451167.8167
Mischief,2021,1,12,0,0,E 6TH AVE / GARDEN DR,Grandview-Woodland,495772.522,5456915.6097
Mischief,2021,1,3,17,0,E 6TH AVE / MAIN ST,Mount Pleasant,492657.378,5456975.4162
Mischief,2021,9,4,18,29,E 6TH AVE / MAIN ST,Mount Pleasant,492657.378,5456975.4162
Mischief,2021,10,16,16,35,E 6TH AVE / PRINCE ALBERT ST,Mount Pleasant,493660.8219,5456941.5954
Mischief,2021,3,18,4,2,E 6TH AVE / VICTORIA DR,Grandview-Woodland,495209.0645,5456922.6977
Mischief,2021,2,3,14,0,E 7TH AVE / SCOTIA ST,Mount Pleasant,492804.7122,5456871.2326
Mischief,2021,1,1,12,0,E 7TH AVE / ST CATHERINES ST,Mount Pleasant,493800.9045,5456840.9154
Mischief,2021,3,16,17,1,E 7TH AVE / WOODLAND DR,Grandview-Woodland,494644.272,5456827.2785
Mischief,2021,2,26,22,0,E 8TH AVE / QUEBEC ST,Mount Pleasant,492511.1612,5456779.4307
Mischief,2021,11,28,18,30,E 8TH AVE / ST GEORGE ST,Mount Pleasant,493234.8082,5456747.6545
Mischief,2021,1,19,21,19,E BROADWAY AVE / GUELPH ST,Mount Pleasant,493091.4792,5456643.777
Mischief,2021,4,26,23,8,E BROADWAY AVE / KINGSWAY AVE,Mount Pleasant,492749.521,5456683.8049
Mischief,2021,11,7,11,45,E BROADWAY AVE / KINGSWAY AVE,Mount Pleasant,492749.521,5456683.8049
Mischief,2021,2,14,3,0,E BROADWAY AVE / NANAIMO ST,Grandview-Woodland,495882.5349,5456597.9017
Mischief,2021,9,13,13,0,E BROADWAY AVE / WOODLAND DR,Grandview-Woodland,494641.688,5456624.306
Mischief,2021,4,15,20,54,E CORDOVA ST / GORE AVE,Strathcona,492902.2752,5458837.7713
Mischief,2021,12,9,7,0,E CORDOVA ST / HAWKS AVE,Strathcona,493664.6669,5458814.0613
Mischief,2021,5,14,21,0,E CORDOVA ST / HEATLEY AVE,Strathcona,493491.1797,5458819.8111
Mischief,2021,8,9,17,43,E CORDOVA ST / HEATLEY AVE,Strathcona,493491.1797,5458819.8111
Mischief,2021,10,9,18,0,E CORDOVA ST / HEATLEY AVE,Strathcona,493491.1797,5458819.8111
Mischief,2021,4,1,6,0,E CORDOVA ST / JACKSON AVE,Strathcona,493208.2839,5458829.1025
Mischief,2021,5,6,19,0,E CORDOVA ST / JACKSON AVE,Strathcona,493208.2839,5458829.1025
Mischief,2021,2,14,0,21,E CORDOVA ST / MAIN ST,Strathcona,492754.0167,5458842.0558
Mischief,2021,4,20,22,50,E CORDOVA ST / PRINCESS AVE,Strathcona,493351.2186,5458824.1474
Mischief,2021,12,19,7,0,E CORDOVA ST / PRINCESS AVE,Strathcona,493351.2186,5458824.1474
Mischief,2021,11,28,18,44,E CORDOVA ST / RAYMUR AVE,Strathcona,494006.6664,5458800.86
Mischief,2021,1,1,20,30,E GEORGIA ST / GARDEN DR,Grandview-Woodland,495791.064,5458394.609
Mischief,2021,2,17,1,0,E GEORGIA ST / JACKSON AVE,Strathcona,493195.8457,5458416.3517
Mischief,2021,10,18,6,0,E GEORGIA ST / MAIN ST,Strathcona,492743.2456,5458428.5255
Mischief,2021,10,14,20,30,E GEORGIA ST / VICTORIA DR,Grandview-Woodland,495227.7243,5458404.7967
Mischief,2021,10,9,11,0,E HASTINGS ST / GLEN DR,Strathcona,494086.6986,5458693.5264
Mischief,2021,3,23,6,27,E HASTINGS ST / GORE AVE,Strathcona,492911.3553,5458733.3368
Mischief,2021,1,21,7,0,E HASTINGS ST / KAMLOOPS ST,Hastings-Sunrise,496030.2696,5458713.9248
Mischief,2021,12,30,14,0,E HASTINGS ST / LILLOOET ST,Hastings-Sunrise,497174.9511,5458712.6171
Mischief,2021,3,7,15,30,E HASTINGS ST / MAIN ST,Strathcona,492749.7913,5458737.3828
Mischief,2021,9,22,16,11,E HASTINGS ST / MAIN ST,Strathcona,492749.7913,5458737.3828
Mischief,2021,12,8,16,30,E HASTINGS ST / MAIN ST,Strathcona,492749.7913,5458737.3828
Mischief,2021,7,6,20,26,E HASTINGS ST / MCLEAN DR,Grandview-Woodland,494609.4772,5458731.1317
Mischief,2021,1,10,19,33,E HASTINGS ST / RAYMUR AV,Strathcona,493995.8663,5458696.3355
Mischief,2021,2,20,10,40,E HASTINGS ST / RAYMUR AVE,Strathcona,493995.8663,5458696.3355
Mischief,2021,3,24,13,54,E HASTINGS ST / TEMPLETON DR,Grandview-Woodland,495653.3692,5458714.9992
Mischief,2021,9,7,2,28,E HASTINGS ST / VICTORIA DR,Grandview-Woodland,495230.8339,5458719.5962
Mischief,2021,10,13,17,54,E HASTINGS ST / WOODLAND DR,Grandview-Woodland,494717.6462,5458729.0479
Mischief,2021,11,1,18,0,E KENT AVE N / PORTSIDE DR,Victoria-Fraserview,495518.8829,5450387.7485
Mischief,2021,8,23,17,0,E KENT AVE N / ROSS ST,Sunset,493868.2741,5450668.1839
Mischief,2021,6,23,21,30,E KENT AVE S / JELLICOE ST,Killarney,496525.819,5450381.6753
Mischief,2021,3,27,15,35,E KING EDWARD AVE / MAIN ST,Riley Park,492644.3219,5455116.0197
Mischief,2021,6,10,20,33,E KING EDWARD AVE / MAIN ST,Riley Park,492644.3219,5455116.0197
Mischief,2021,8,7,8,0,E PENDER ST / GORE AVE,Strathcona,492922.9613,5458624.6968
Mischief,2021,4,13,3,0,E PENDER ST / JACKSON AVE,Strathcona,493201.5345,5458617.197
Mischief,2021,5,30,23,30,E PENDER ST / JACKSON AVE,Strathcona,493201.5345,5458617.197
Mischief,2021,11,19,20,40,E PENDER ST / MAIN ST,Strathcona,492748.7551,5458629.982
Mischief,2021,12,4,17,20,E PENDER ST / MAIN ST,Strathcona,492748.7551,5458629.982
Mischief,2021,3,6,14,30,EAST BLVD / W 66TH AVE,Marpole,489393.8944,5450972.9787
Mischief,2021,8,5,10,0,ELIZABETH ST / W 37TH AVE,Riley Park,491852.9345,5453815.5314
Mischief,2021,7,4,8,0,EXPO BLVD / SMITHE ST,Central Business District,491653.6448,5458119.7158
Mischief,2021,4,27,18,30,FIR ST / W 14TH AVE,Fairview,489724.6214,5456252.6783
Mischief,2021,5,4,4,0,FOLEY ST / GREAT NORTHERN WAY,Strathcona,493703.0381,5457053.6624
Mischief,2021,11,5,10,38,FRANCES ST / WOODLAND DR,Grandview-Woodland,494713.5898,5458519.6279
Mischief,2021,4,22,12,25,FRANKLIN ST / SLOCAN ST,Hastings-Sunrise,496412.2397,5458813.6826
Mischief,2021,7,2,23,0,FRASER ST / SE MARINE DR,Sunset,493362.3473,5450924.1817
Mischief,2021,12,17,14,40,GORE AVE / POWELL ST,Strathcona,492893.5324,5458938.3811
Mischief,2021,4,2,12,0,GORE AVE / UNION ST,Strathcona,492947.3823,5458322.4364
Mischief,2021,10,1,2,0,GRANDVIEW HWY / KASLO ST,Renfrew-Collingwood,496580.4835,5456159.3042
Mischief,2021,10,2,17,34,GRANDVIEW HWY / RUPERT ST,Renfrew-Collingwood,497535.95,5456151.797
Mischief,2021,4,30,1,19,GRANT ST / RENFREW ST,Hastings-Sunrise,496783.5213,5457623.171
Mischief,2021,8,6,18,30,GRANT ST / VERNON DR,Strathcona,494276.3314,5457641.2173
Mischief,2021,7,20,22,0,GRANT ST / VICTORIA DR,Grandview-Woodland,495217.859,5457615.6048
Mischief,2021,8,2,16,8,GRANVILLE BRDG / PACIFIC ST,Central Business District,490577.4548,5458038.3316
Mischief,2021,1,18,23,22,GRANVILLE ST / HELMCKEN ST,Central Business District,490936.8721,5458390.3175
Mischief,2021,6,22,20,0,GRANVILLE ST / HELMCKEN ST,Central Business District,490936.8721,5458390.3175
Mischief,2021,7,17,13,4,GRANVILLE ST / HELMCKEN ST,Central Business District,490936.8721,5458390.3175
Mischief,2021,7,28,18,0,GRANVILLE ST / HELMCKEN ST,Central Business District,490936.8721,5458390.3175
Mischief,2021,8,14,1,53,GRANVILLE ST / NELSON ST,Central Business District,491050.9496,5458506.9491
Mischief,2021,9,11,21,0,GRANVILLE ST / NELSON ST,Central Business District,491050.9496,5458506.9491
Mischief,2021,5,23,1,0,GRANVILLE ST / ROBSON ST,Central Business District,491285.8782,5458741.8428
Mischief,2021,10,26,14,30,GRANVILLE ST / ROBSON ST,Central Business District,491285.8782,5458741.8428
Mischief,2021,3,1,12,56,GRANVILLE ST / SMITHE ST,Central Business District,491170.9319,5458626.0415
Mischief,2021,6,27,20,47,GRANVILLE ST / SMITHE ST,Central Business District,491170.9319,5458626.0415
Mischief,2021,4,14,0,50,GRANVILLE ST / W 15TH AVE,Fairview,489904.619,5456147.9115
Mischief,2021,6,7,15,0,GRANVILLE ST / W 67TH AVE,Marpole,489770.6985,5450908.9442
Mischief,2021,11,28,2,10,GRIFFITHS WAY / PACIFIC BLVD,Central Business District,492074.6036,5458234.057
Mischief,2021,7,8,14,28,HAMILTON ST / ROBSON ST,Central Business District,491566.3725,5458460.3764
Mischief,2021,10,7,22,0,HAMILTON ST / ROBSON ST,Central Business District,491566.3725,5458460.3764
Mischief,2021,10,30,14,50,HAMILTON ST / ROBSON ST,Central Business District,491566.3725,5458460.3764
Mischief,2021,12,10,20,0,HAMILTON ST / W PENDER ST,Central Business District,491930.3051,5458824.393
Mischief,2021,3,21,9,30,HARO ST / THURLOW ST,West End,490842.95,5459023.4695
Mischief,2021,5,6,9,42,HEATHER ST / W 6TH AVE,Fairview,491285.3013,5457018.941
Mischief,2021,6,1,16,0,HEATHER ST / W 6TH AVE,Fairview,491285.3013,5457018.941
Mischief,2021,5,16,0,45,HEATHER ST / W 70TH AVE,Marpole,490952.3254,5450627.5431
Mischief,2021,11,19,9,15,HEATLEY AVE / KEEFER ST,Strathcona,493476.9581,5458504.5808
Mischief,2021,4,6,14,50,HELMCKEN ST / HOMER ST,Central Business District,491149.8018,5458177.6121
Mischief,2021,8,9,10,44,HELMCKEN ST / HOMER ST,Central Business District,491149.8018,5458177.6121
Mischief,2021,10,22,20,30,HELMCKEN ST / HOWE ST,Central Business District,490862.9332,5458462.1451
Mischief,2021,10,29,9,30,HELMCKEN ST / HOWE ST,Central Business District,490862.9332,5458462.1451
Mischief,2021,5,4,8,39,HELMCKEN ST / MAINLAND ST,Central Business District,491233.395,5458097.7576
Mischief,2021,9,18,19,0,HENSHAW LANE / JERVIS ST,West End,490385.3815,5459100.6255
Mischief,2021,9,15,12,27,HIGHBURY ST / W 4TH AVE,West Point Grey,486350.2957,5457336.1396
Mischief,2021,9,2,12,37,HOMER ST / NELSON ST,Central Business District,491264.9057,5458294.9023
Mischief,2021,11,4,14,44,HOMER ST / NELSON ST,Central Business District,491264.9057,5458294.9023
Mischief,2021,11,14,18,29,HOMER ST / NELSON ST,Central Business District,491264.9057,5458294.9023
Mischief,2021,2,5,20,59,HOMER ST / ROBSON ST,Central Business District,491498.8757,5458530.8293
Mischief,2021,6,5,12,10,HOMER ST / SMITHE ST,Central Business District,491384.7673,5458415.9006
Mischief,2021,10,24,1,26,HOMER ST / SMITHE ST,Central Business District,491384.7673,5458415.9006
Mischief,2021,1,12,18,30,HOMER ST / W CORDOVA ST,Central Business District,492003.712,5459040.6799
Mischief,2021,11,18,19,27,HOMER ST / W GEORGIA ST,Central Business District,491620.9984,5458653.2411
Mischief,2021,11,19,20,30,HOMER ST / W HASTINGS ST,Central Business District,491931.8761,5458968.1236
Mischief,2021,1,12,5,30,HOMER ST / W HASTINGS ST,Central Business District,491931.8766,5458968.1231
Mischief,2021,4,27,8,22,HOMER ST / W PENDER ST,Central Business District,491860.1554,5458896.0571
Mischief,2021,8,31,18,30,HOMER ST / W PENDER ST,Central Business District,491860.1554,5458896.0571
Mischief,2021,10,17,18,0,HOMER ST / W PENDER ST,Central Business District,491860.1554,5458896.0571
Mischief,2021,12,10,21,30,HORNBY ST / NELSON ST,Central Business District,490909.8513,5458649.924
Mischief,2021,4,16,10,25,HORNBY ST / PACIFIC ST,Central Business District,490443.8997,5458177.7725
Mischief,2021,1,2,19,0,HORNBY ST / SMITHE ST,Central Business District,491027.1654,5458765.1156
Mischief,2021,8,3,1,17,HORNBY ST / SMITHE ST,Central Business District,491027.1654,5458765.1156
Mischief,2021,9,10,15,0,HORNBY ST / SMITHE ST,Central Business District,491027.1654,5458765.1156
Mischief,2021,2,20,21,30,HORNBY ST / W PENDER ST,Central Business District,491501.3283,5459246.9332
Mischief,2021,10,29,18,0,HORNBY ST / W PENDER ST,Central Business District,491501.3283,5459246.9332
Mischief,2021,9,11,2,0,HOWE ST / NELSON ST,Central Business District,490978.3731,5458580.1292
Mischief,2021,11,28,1,56,HOWE ST / ROBSON ST,Central Business District,491211.4749,5458814.3895
Mischief,2021,5,4,1,56,HOWE ST / ROBSON ST,Central Business District,491211.4752,5458814.3891
Mischief,2021,8,27,23,30,HOWE ST / SMITHE ST,Central Business District,491095.1703,5458699.5476
Mischief,2021,3,16,23,30,HOWE ST / W CORDOVA ST,Central Business District,491719.4824,5459323.8086
Mischief,2021,9,12,23,9,HOWE ST / W CORDOVA ST,Central Business District,491719.4824,5459323.8086
Mischief,2021,3,13,2,27,HOWE ST / W GEORGIA ST,Central Business District,491334.3343,5458937.8606
Mischief,2021,4,29,0,30,HOWE ST / W HASTINGS ST,Central Business District,491647.3292,5459253.0573
Mischief,2021,4,11,17,44,HOWE ST / W PENDER ST,Central Business District,491575.3026,5459176.0034
Mischief,2021,4,24,0,49,HOWE ST / W PENDER ST,Central Business District,491575.3026,5459176.0034
Mischief,2021,8,21,8,31,HOWE ST / W PENDER ST,Central Business District,491575.3026,5459176.0034
Mischief,2021,6,21,15,0,HUDSON ST / W 41ST AVE,Oakridge,490184.8747,5453497.1372
Mischief,2021,5,6,22,0,JACKSON AVE / KEEFER ST,Strathcona,493198.7772,5458516.5686
Mischief,2021,12,21,14,0,JACKSON AVE / POWELL ST,Strathcona,493211.1925,5458928.7191
Mischief,2021,9,25,23,0,JELLICOE ST / SE MARINE DR,Killarney,496525.3931,5450548.9406
Mischief,2021,12,22,13,10,JERVIS ST / PACIFIC ST,West End,489954.9826,5458667.6386
Mischief,2021,11,12,14,45,JERVIS ST / W PENDER ST,Central Business District,490868.7488,5459594.2682
Mischief,2021,8,23,18,0,KASLO ST / VENABLES ST,Hastings-Sunrise,496596.9614,5458210.8088
Mischief,2021,11,11,16,0,KEEFER ST / PRINCESS AVE,Strathcona,493340.3462,5458512.3709
Mischief,2021,12,15,23,54,KINGSWAY AVE / KNIGHT ST,Kensington-Cedar Cottage,494460.094,5455267.252
Mischief,2021,9,29,18,30,KINGSWAY AVE / MCKINNON ST,Renfrew-Collingwood,497247.9833,5453585.0958
Mischief,2021,3,29,18,0,KINGSWAY AVE / NANAIMO ST,Kensington-Cedar Cottage,495769.3315,5454345.5684
Mischief,2021,2,9,3,22,KINGSWAY AVE / SLOCAN ST,Renfrew-Collingwood,496064.4396,5454138.4622
Mischief,2021,2,15,3,41,KINGSWAY AVE / TYNE ST,Killarney,497724.8299,5453248.8897
Mischief,2021,12,22,12,23,KINGSWAY AVE / VICTORIA DR,Kensington-Cedar Cottage,495256.4699,5454709.8237
Mischief,2021,5,11,17,16,KITCHENER ST / RUPERT ST,Hastings-Sunrise,497552.5036,5457724.8296
Mischief,2021,9,8,20,30,LAKEWOOD DR / PANDORA ST,Grandview-Woodland,495515.1672,5458919.3309
Mischief,2021,10,14,18,0,LAKEWOOD DR / VENABLES ST,Grandview-Woodland,495508.3032,5458208.3332
Mischief,2021,10,24,18,0,LAMEYS MILL RD / THE CASTINGS ST,Fairview,490493.2266,5457084.8429
Mischief,2021,6,21,7,0,LAUREL ST / W 12TH AVE,Fairview,490872.7995,5456434.5634
Mischief,2021,2,6,19,15,MAIN ST / MILROSS AVE,Central Business District,492729.3593,5458147.1261
Mischief,2021,8,4,1,30,MAIN ST / NATIONAL AVE,Central Business District,492726.4842,5458024.6753
Mischief,2021,9,3,12,30,MAIN ST / PRIOR ST,Central Business District,492731.4661,5458227.7444
Mischief,2021,12,18,20,30,MAIN ST / PRIOR ST,Central Business District,492731.4661,5458227.7444
Mischief,2021,4,29,0,0,MAIN ST / SE MARINE DR,Sunset,492554.4733,5450922.379
Mischief,2021,2,16,8,27,MAIN ST / TERMINAL AVE,Mount Pleasant,492718.245,5457784.5797
Mischief,2021,3,26,14,35,MAIN ST / UNION ST,Central Business District,492733.6621,5458331.7973
Mischief,2021,10,15,2,44,MAIN ST / UNION ST,Central Business District,492733.6621,5458331.7978
Mischief,2021,12,4,2,17,MAINLAND ST / NELSON ST,Central Business District,491346.2927,5458214.8487
Mischief,2021,1,4,21,16,MANITOBA ST / SW MARINE DR,Marpole,491990.0007,5451041.755
Mischief,2021,8,22,7,17,MANITOBA ST / W 4TH AVE,Mount Pleasant,492239.363,5457188.615
Mischief,2021,9,30,22,0,MANITOBA ST / W 5TH AVE,Mount Pleasant,492238.2354,5457090.8196
Mischief,2021,9,18,22,0,MANITOBA ST / W 6TH AVE,Mount Pleasant,492233.3904,5456987.883
Mischief,2021,3,22,18,0,MANITOBA ST / W 8TH AVE,Mount Pleasant,492229.6226,5456787.4585
Mischief,2021,12,17,17,43,MAPLE ST / W 4TH AVE,Kitsilano,489059.2979,5457268.7497
Mischief,2021,5,4,22,0,MAXINE LANE / THURLOW ST,West End,490342.485,5458517.4634
Mischief,2021,10,25,17,40,MCKINNON ST / SCHOOL AVE,Renfrew-Collingwood,497157.2658,5453448.9479
Mischief,2021,8,19,17,15,MELVILLE ST / THURLOW ST,Central Business District,491128.8818,5459308.5768
Mischief,2021,7,23,11,30,N LAGOON DR / STANLEY PARK DR,Stanley Park,489095.8563,5460349.9952
Mischief,2021,11,4,7,55,NANAIMO ST / TRIUMPH ST,Grandview-Woodland,495888.7029,5459018.3473
Mischief,2021,5,9,13,0,NATIONAL AVE / STATION ST,Strathcona,492791.7465,5458019.609
