"SV_TAXONOMY","TAXONOMY_NAME","RG_REFERENCE","RG_NAME","SV_REFERENCE","SV_NAME","SV_DESCRIPTION","SL_REFERENCE","LC_REFERENCE","PHONE_NUMBER","WEBSITE","EMAIL_ADDRESS","WHEELCHAIR_ACCESSIBLE","LANGUAGE","HOURS","STREET_NUMBER","STREET_NAME","STREET_TYPE","STREET_DIRECTION","CITY","PROVINCE","POSTAL_CODE","LATITUDE","LONGITUDE","811_LINK"
"LN-9300","Walk In Medical Clinics","34460472","Mercy Medical Clinic","34460476","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are by phone or video unless the doctor determines there is a need for an in-person assessment. Call to schedule; no walk-in accepted.","49490161","49490159","7783585323","http://www.mercymedicalclinics.com/mmcsouthsurrey.html",,"Y",,"Mon 09:00 - 17:30; Tue 09:00 - 17:30; Wed 09:00 - 17:30; Thu 09:00 - 17:30; Fri 09:00 - 17:30; Note that hours are subject to physician availability and patient volume. Saturday hours may be available; call to confirm. Closed statutory holidays.","2332 160th Street","","","","Surrey","BC","V3S 9N6","49.043834","-122.776408","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=34460476&SiteResourceAgencyNum=49490159"
"LN-9300","Walk In Medical Clinics","34934843","Foothills Medical Clinic","34934854","Walk-in Clinic","Provides non-urgent medical care for people on a walk-in basis to get advice, assessment and treatment for minor illness and injuries. Walk-in service available, or call to book a same or next-day virtual or in-person appointment.","34934864","34934852","7782855859","https://www.foothillmedicalclinic.com/",,"Y",,"Mon 09:00 - 18:00; Tue 09:00 - 18:00; Wed 09:00 - 18:00; Thu 09:00 - 18:00; Fri 09:00 - 18:00; Sat 09:00 - 12:30; Sun 09:00 - 12:30; Note that hours are subject to physician availability and patient volume; call first if arriving near closing time. Statutory holiday hours may be available; call to confirm. Closed Christmas and New Year's Day.","203-3387 David Avenue","","","","Coquitlam","BC","V3E 0K4","49.293373","-122.755466","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=34934854&SiteResourceAgencyNum=34934852"
"LN-9300","Walk In Medical Clinics","36762034","Cloverhill Medical Clinic","36762046","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted. Online booking is available or call the clinic to schedule.","36762063","36762042","6043723386","https://cloverhillmedical.ca/",,"Y",,"Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays, and for lunch 12:00 - 13:00.","111-18438 64th Avenue","","","","Surrey","BC","V3S 1E9","49.118604","-122.711505","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=36762046&SiteResourceAgencyNum=36762042"
"LN-9300","Walk In Medical Clinics","41194938","Caremart Medical","41194943","Walk-in Clinic","Provides access to non-urgent medical care by in-person visit or virtual appointment for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted. In-person, virtual and phone visits are available.","41194945","41194941","7783303041","https://www.caremartmedical.com/",,"Y",,"Mon 10:00 - 17:00; Tue 10:00 - 17:00; Wed 10:00 - 17:00; Thu 10:00 - 17:00; Fri 10:00 - 17:00; Sat 09:00 - 15:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","2929 Barnet Highway","","","","Coquitlam","BC","V3B 5R5","49.279269","-122.798048","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=41194943&SiteResourceAgencyNum=41194941"
"LN-9300","Walk In Medical Clinics","41209841","Shuswap Providence Medical Clinic","41209866","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted. Call to schedule an in-person or phone appointment.","41209879","41209856","2508323377","https://shuswapprovidenceclinic.com/",,"Y",,"Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","2991 10th Avenue SW","","","","Salmon Arm","BC","V1E 3J9","50.694848","-119.318555","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=41209866&SiteResourceAgencyNum=41209856"
"LN-9300","Walk In Medical Clinics","41233331","Comox Valley Medical Clinic","41242197","Walk-in Clinic","Provides non-urgent medical care for people on a walk-in basis to get advice, assessment and treatment for minor illness and injuries. No appointment required.","41242278","41242273","2508980202","https://comoxvalleywalkinclinic.com/index.html",,"Y",,"Mon 08:00 - 18:00; Tue 08:00 - 18:00; Wed 08:00 - 18:00; Thu 08:00 - 18:00; Fri 08:00 - 18:00; Sat 09:00 - 14:00; Sun 09:00 - 14:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours: 09:00 - 14:00. Closed Christmas, Boxing Day and New Year's Day.","3199 Cliffe Avenue","","","","Courtenay","BC","V9N 2L9","49.667209","-124.981057","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=41242197&SiteResourceAgencyNum=41242273"
"LN-9300","Walk In Medical Clinics","41739328","Edwards Crossing Medical","41739336","Walk-in Clinic","Provides non-urgent medical care for people on a walk-in basis to get advice, assessment and treatment for minor illness and injuries. Call to confirm availability and to book a phone or in-person appointment.","41739339","41739333","6043929009",,,"Y",,"Mon 10:00 - 16:30; Tue 10:00 - 16:30; Wed 10:00 - 16:30; Thu 10:00 - 16:30; Fri 10:00 - 16:30; Sat 09:00 - 13:00; Note that hours are subject to physician availability and patient volume. Appointment booking line opens at 08:30. Closed statutory holidays, and for lunch 13:00 - 14:00.","9-45955 Yale Road","","","","Chilliwack","BC","V2P 2M4","49.168184","-121.958392","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=41739336&SiteResourceAgencyNum=41739333"
"LN-9300","Walk In Medical Clinics","42114866","Newgen Medical Centre","42114906","Walk-in Clinic","Provides non-urgent medical care for people on a walk-in basis to get advice, assessment and treatment for minor illness and injuries. Walk-in or call to book an appointment.","42114925","42114882","7785641899","http://newgenmed.ca/walkinclinic.html",,"Y",,"Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Sat 10:00 - 15:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours may be available; call to confirm. Closed for lunch 12:00 - 13:00.","104-6321 King George Blvd","","","","Surrey","BC","V3X 1G1","49.117601","-122.845853","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=42114906&SiteResourceAgencyNum=42114882"
"LN-9300","Walk In Medical Clinics","47295895","Rai Medical Clinic","47295909","Walk-in Clinic","Provides non-urgent medical care for people on a walk-in basis to get advice, assessment and treatment for minor illness and injuries. No appointment required.","47295922","47295905","6045904966",,,"Y",,"Mon 09:00 - 16:00; Tue 09:00 - 16:00; Wed 09:00 - 16:00; Thu 09:00 - 16:00; Fri 09:00 - 16:00; Note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients before the listed closing time. Statutory holiday hours may be available; call to confirm.","101-6905 120th Street","","","","Delta","BC","V4E 2A8","49.128771","-122.890950","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=47295909&SiteResourceAgencyNum=47295905"
"LN-9300","Walk In Medical Clinics","48734737","Sterling Centre Clinic","48734909","Walk-in Clinic","Provides non-urgent medical care for people on a walk-in basis to get advice, assessment and treatment for minor illness and injuries. No appointment required.","48734984","48734958","7784758311","https://www.sterlingclinic.ca/",,"Y",,"Mon 12:00 - 19:00; Tue 12:00 - 19:00; Wed 12:00 - 19:00; Thu 12:00 - 19:00; Fri 12:00 - 19:00; Sat 09:00 - 13:00; Sun 09:00 - 13:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours: 09:00 - 13:00.","101-3210 25th Avenue","","","","Vernon","BC","V1T 1P1","50.260402","-119.275113","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=48734909&SiteResourceAgencyNum=48734958"
"LN-9300","Walk In Medical Clinics","50704582","First Canadian Medical Clinic","50704608","Walk-in Clinic","Provides medical care by virtual appointment for non-urgent medical concerns such as fever, cold and flu symptoms, rashes, and minor injury, pain or infection. In-person services are not available. See website to book an appointment online or call the clinic to schedule.","50704621","50704603","7783947480","https://firstcanadianmedical.ca/",,"Y",,"Mon 09:00 - 14:00; Tue 09:00 - 14:00; Wed 09:00 - 14:00; Thu 09:00 - 14:00; Fri 09:00 - 14:00; Sat 09:00 - 14:00; Sun 09:00 - 14:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","14888 104th Avenue","","","","Surrey","BC","V3R 1M4","49.191351","-122.809760","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=50704608&SiteResourceAgencyNum=50704603"
"LN-9300","Walk In Medical Clinics","53602855","The Clinic at Clayton Heights","53602869","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are by phone unless the doctor determines there is a need for an in-person assessment. Online booking is available or call the clinic to schedule; no walk-in accepted.","53602875","53602871","7785747202","http://www.clinicatclayton.com/",,"Y",,"Mon 08:30 - 20:00; Tue 08:30 - 20:00; Wed 08:30 - 20:00; Thu 08:30 - 20:00; Fri 08:30 - 16:00; Sat 09:00 - 15:00; Sun 09:00 - 15:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours may be available; call to confirm. Closed Christmas and New Year's Day.","103-7170 188th Street","","","","Surrey","BC","V4N 6R4","49.132924","-122.701348","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=53602869&SiteResourceAgencyNum=53602871"
"LN-9300","Walk In Medical Clinics","54843911","The Divisions of Family Practice","54964876","Chilliwack Youth Health Centre","Provides free drop-in integrated medical and mental health services to youth and young adults in a youth-friendly, safe and non-judgmental environment. Doctors and counsellors are available for all aspects of medical, sexual, and mental health care needs. Referrals to community resources are provided as needed.","54965056","54965049","","https://chilliwackyhc.com/","chilliwackyhc@gmail.com","Y",,"Services available Thursday; Drop-in Counselling 14:00 - 17:30 and Medical 13:30 - 16:30, appointment required.","7201 Vedder Road","","","","Chilliwack","BC","V2R 4G5","49.134157","-121.961238","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=54964876&SiteResourceAgencyNum=54965049"
"LN-9300","Walk In Medical Clinics","54843911","The Divisions of Family Practice","54964876","Chilliwack Youth Health Centre","Provides free drop-in integrated medical and mental health services to youth and young adults in a youth-friendly, safe and non-judgmental environment. Doctors and counsellors are available for all aspects of medical, sexual, and mental health care needs. Referrals to community resources are provided as needed.","54965115","54965082","","https://chilliwackyhc.com/","chilliwackyhc@gmail.com","Y",,"Drop-in services available; Counselling held Tue - Thu 13:00 - 17:30 and Medical held Tue 13:30 - 16:30.","46361 Yale Road","","","","Chilliwack","BC","V2P 2P8","49.174523","-121.943036","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=54964876&SiteResourceAgencyNum=54965082"
"LN-9300","Walk In Medical Clinics","55059015","Carefiniti Health Corporation","55059028","Walk-in Clinic","Provides non-urgent medical care for people on a walk-in basis to get advice, assessment and treatment for minor illness and injuries. No appointment required. It is recommended that you call before going to the clinic to confirm hours and availability.","55059032","55059024","6049853333","https://www.carefiniti.com/",,"Y",,"Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","101-1277 Marine Drive","","","","North Vancouver","BC","V7P 1T3","49.323719","-123.109974","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=55059028&SiteResourceAgencyNum=55059024"
"LN-9300","Walk In Medical Clinics","55059015","Carefiniti Health Corporation","55059028","Walk-in Clinic","Provides non-urgent medical care for people on a walk-in basis to get advice, assessment and treatment for minor illness and injuries. No appointment required. It is recommended that you call before going to the clinic to confirm hours and availability.","75740497","75740491","6049843333","https://www.carefiniti.com/",,"Y",,"Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","3167 Mountain Highway","","","","North Vancouver","BC","V7K 2H4","49.337840","-123.038419","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=55059028&SiteResourceAgencyNum=75740491"
"LN-9300","Walk In Medical Clinics","55578986","North Peace Primary Care Clinic","55579032","Walk-in Clinic","Provides non-urgent medical care for people on a walk-in basis to get advice, assessment and treatment for minor illness and injuries. No appointment required. Clinic open to individuals who are not registered with a family physician only. It is recommended that you call before going to the clinic to confirm hours and availability.","55579045","55579019","2502620016","https://nppcc.ca/",,"Y",,"Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30; Note that hours are subject to physician availability and patient volume. Closed statutory holidays, and for lunch 12:00 - 13:00.","10011 96th Street","","","","Fort St John","BC","V1J 3P3","56.247514","-120.839694","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=55579032&SiteResourceAgencyNum=55579019"
"LN-9300","Walk In Medical Clinics","55594691","Bella Bella Medical Clinic","55594713","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted. Call to schedule an in-person or phone appointment.","55594717","55594709","2509572332",,,"Y",,"Mon 08:00 - 16:30; Tue 08:00 - 16:30; Wed 08:00 - 16:30; Thu 08:00 - 16:30; Fri 08:00 - 16:30; Note that hours are subject to physician availability and patient volume. Closed statutory holidays, and for lunch 12:00 - 13:00.","88 Waglisla Street","","","","Bella Bella","BC","V0T 1Z0","52.161197","-128.143155","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=55594713&SiteResourceAgencyNum=55594709"
"LN-9300","Walk In Medical Clinics","55594777","Bella Coola Medical Clinic","55594786","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Walk-in service available, or call to book a same or next-day phone appointment.","55594788","55594781","2507995342",,,"Y",,"Mon 10:00 - 16:30; Tue 10:00 - 16:30; Wed 10:00 - 16:30; Thu 10:00 - 16:30; Fri 10:00 - 16:30; Walk-in patients are seen between scheduled appointments; hours subject to patient volume. Closed statutory holidays, and for lunch 12:00 - 13:00.","1025 Elcho Street","","","","Bella Coola","BC","V0T 1C0","52.373495","-126.757077","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=55594786&SiteResourceAgencyNum=55594781"
"LN-9300","Walk In Medical Clinics","55805931","Mega Fu Medical","55805963","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are by phone unless the doctor determines there is a need for an in-person assessment. Call to schedule; no walk-in accepted.","55805970","55805950","7782184104","https://www.megafu.ca/",,"Y",,"Mon 10:00 - 18:00; Tue 10:00 - 18:00; Wed 10:00 - 18:00; Thu 10:00 - 18:00; Fri 10:00 - 18:00; Sat 10:00 - 18:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours may be available; call to confirm.","9251 Alderbridge Way","","","","Richmond","BC","V6X 0N1","49.178089","-123.119861","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=55805963&SiteResourceAgencyNum=55805950"
"LN-9300","Walk In Medical Clinics","56297225","Pure Care Clinic","56297270","Walk-in Clinic","Provides non-urgent medical care for people on a walk-in basis to get advice, assessment and treatment for minor illness and injuries. No appointment required.","56297278","56297268","6044778800",,,"Y",,"Mon 08:00 - 16:30; Tue 08:00 - 16:30; Wed 08:00 - 16:30; Thu 08:00 - 16:30; Fri 08:00 - 16:30; Sat 08:00 - 15:00; Note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients before the listed closing time. Closed statutory holidays.","105-22470 Dewdney Trunk Road","","","","Maple Ridge","BC","V2X 5Z6","49.219791","-122.600013","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=56297270&SiteResourceAgencyNum=56297268"
"LN-9300","Walk In Medical Clinics","57248880","Beyond Health and Medical Centre","57248940","Walk-in Clinic","Provides access to non-urgent medical care by phone or virtual visit for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted. In-person, virtual and phone visits are available.","57248946","57248936","6042455797",,,"Y",,"Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","101-19211 Fraser Highway","","","","Surrey","BC","V3S 7C9","49.118970","-122.691601","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=57248940&SiteResourceAgencyNum=57248936"
"LN-9300","Walk In Medical Clinics","58188440","Loyal Medical Clinic","58188453","Walk-in Clinic","Provides access to non-urgent medical care by in-person visit or virtual appointment for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted.","58188456","58188451","6044288313","https://www.loyalmedicalclinic.com/",,"Y",,"Mon 10:00 - 16:00; Tue 10:00 - 16:00; Wed 10:00 - 16:00; Thu 10:00 - 16:00; Fri 10:00 - 16:00; Sat 10:00 - 16:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","112-1055 W Georgia Street","","","","Vancouver","BC","V6E 3P1","49.285409","-123.121950","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=58188453&SiteResourceAgencyNum=58188451"
"LN-9300","Walk In Medical Clinics","58188847","Richmond In-Store Medical Clinic","58188852","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted. Online booking is available or call the clinic to schedule","58188854","58188850","6043037633","https://instoremed.com/",,"Y",,"","4651 No. 3 Road","","","","Richmond","BC","V6X 2C4","49.179216","-123.138509","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=58188852&SiteResourceAgencyNum=58188850"
"LN-9300","Walk In Medical Clinics","58188935","Georgia Medical Clinic","58188948","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted. Call to schedule a phone appointment or next-day in-person visit.","58188950","58188942","6045646644","https://georgia-medical-clinic.business.site/",,"Y",,"Mon 09:00 - 15:00; Tue 09:00 - 15:00; Wed 09:00 - 15:00; Thu 09:00 - 15:00; Fri 09:00 - 15:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","683 Denman Street","","","","Vancouver","BC","V6G 2L3","49.292361","-123.134202","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=58188948&SiteResourceAgencyNum=58188942"
"LN-9300","Walk In Medical Clinics","58188970","Hastings Sunrise Medical Clinic","58188975","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Walk-in service available, or call to book next-day phone or in-person appointment.","58188977","58188973","6042533166","https://wellclinics.ca/properties/hastings-sunrise-medical-clinic/",,"Y",,"Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Fri 09:00 - 17:00; Note that hours are subject to physician availability and patient volume. Hours available are limited; call for current availability. Closed statutory holidays.","102-2280 E Hastings Street","","","","Vancouver","BC","V5L 1V4","49.280892","-123.058284","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=58188975&SiteResourceAgencyNum=58188973"
"LN-9300","Walk In Medical Clinics","58216913","Denman Medical Centre","58216922","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are by phone unless the doctor determines there is a need for an in-person assessment. Call to schedule; no walk-in accepted.","58216925","58216920","6044287611","https://denmanmedicalcentre.com/",,"Y",,"Mon 08:30 - 17:00; Tue 08:30 - 17:00; Wed 08:30 - 17:00; Thu 08:30 - 17:00; Fri 08:30 - 17:00; Sat 10:00 - 13:00; Note that hours are subject to physician availability and patient volume. Sunday and statutory holiday hours may be available; call to confirm. Closed Christmas and New Year's Day.","1175 Denman Street","","","","Vancouver","BC","V6G 2N1","49.287963","-123.141131","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=58216922&SiteResourceAgencyNum=58216920"
"LN-9300","Walk In Medical Clinics","58216943","Coal Harbour Health Centre","58216982","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Walk-in service available. Online booking is available or call the clinic to schedule.","58216990","58216967","6045583313","http://chmed2.dignifiedliving.ca/index.php?option=com_content&view=article&id=12&Itemid=113",,"Y",,"Mon 08:00 - 19:00; Tue 08:00 - 19:00; Wed 08:00 - 19:00; Thu 08:00 - 19:00; Fri 08:00 - 19:00; Sat 09:00 - 17:00; Sun 09:00 - 16:00; Note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients before the listed closing time. Statutory holiday hours: 09:00 - 16:00.","622 Bute Street","","","","Vancouver","BC","V6E 3M1","49.288023","-123.123848","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=58216982&SiteResourceAgencyNum=58216967"
"LN-9300","Walk In Medical Clinics","58228102","Westside Medical Associates","58228110","Walk-in Clinic","Provides non-urgent medical care for people on a walk-in basis to get advice, assessment and treatment for minor illness and injuries. No appointment required.","58228121","58228108","2507686920","https://www.wsmed.ca/",,"Y",,"Mon 09:00 - 16:00; Tue 09:00 - 16:00; Wed 09:00 - 16:00; Thu 09:00 - 16:00; Fri 09:00 - 16:00; Sat 10:00 - 14:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","101-1135 Stevens Road","","","","West Kelowna","BC","V1Z 2S8","49.866010","-119.563434","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=58228110&SiteResourceAgencyNum=58228108"
"LN-9300","Walk In Medical Clinics","58228164","Una Medical Clinic","58228184","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted. Online booking is available or call the clinic to schedule.","58228195","58228181","6047307177","https://unamedical.weebly.com/",,"Y",,"Mon 09:00 - 20:00; Tue 09:00 - 20:00; Wed 09:00 - 20:00; Thu 09:00 - 20:00; Fri 09:00 - 20:00; Sat 10:00 - 16:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours: 10:00 - 16:00. Closed Christmas and New Year's Day.","1027 West 15th Avenue","","","","Vancouver","BC","V6H 1R7","49.257857","-123.127501","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=58228184&SiteResourceAgencyNum=58228181"
"LN-9300","Walk In Medical Clinics","59549667","Keefer Medical Clinic","59549742","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are virtual unless the doctor determines there is a need for an in-person assessment. Online booking is available or call the clinic to schedule; no walk-in accepted.","59549747","59549672","6046747403","https://keefermed.ca/",,"Y",,"Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Note that hours are subject to physician availability and patient volume. Sat and Sun hours may be available; call to confirm. Closed statutory holidays.","118 Keefer Street","","","","Vancouver","BC","V6A 1X4","49.279292","-123.101951","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=59549742&SiteResourceAgencyNum=59549672"
"LN-9300","Walk In Medical Clinics","59604004","Simply Wellness","59604008","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Walk-in service available, or call to book a same or next-day virtual or in-person appointment.","59604025","59604020","2362605335","https://www.simplywellnesskingsway.com/",,"Y",,"Mon 08:30 - 17:00; Tue 08:30 - 17:00; Wed 08:30 - 17:00; Thu 08:30 - 17:00; Fri 08:30 - 17:00; Sat 08:30 - 17:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays, and for lunch 12:00 - 13:00.","1818 Kingsway","","","","Vancouver","BC","V5N 2S7","49.246217","-123.067617","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=59604008&SiteResourceAgencyNum=59604020"
"LN-9300","Walk In Medical Clinics","59604288","Sina Pharmacy and Health Centre","59604328","Walk-in Clinic","Provides access to non-urgent medical care by in-person visit or virtual appointment for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted. Online booking is available or call the clinic to schedule.","59604379","59604303","6043367462","https://mysina.ca/med/",,"Y",,"Mon 10:00 - 18:00; Tue 10:00 - 18:00; Wed 10:00 - 18:00; Thu 10:00 - 18:00; Fri 10:00 - 18:00; Sat 11:00 - 16:00; Sun 11:00 - 16:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","505 Smithe Street","","","","Vancouver","BC","V6B 6H1","49.279307","-123.119477","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=59604328&SiteResourceAgencyNum=59604303"
"LN-9300","Walk In Medical Clinics","59769735","Turtle Bay Medical Clinic","59769740","Walk-in Clinic","Provides medical care by phone for non-urgent medical concerns such as fever, cold and flu symptoms, rashes, and minor injury, pain or infection. In-person services are not available. Appointment required; no walk-in accepted. Online booking is available or call the clinic to schedule.","59769745","59769738","7784806890","https://www.evolvealliedhealth.ca/locations",,"Y",,"Mon 08:00 - 16:00; Tue 08:00 - 16:00; Wed 08:00 - 16:00; Thu 08:00 - 16:00; Fri 08:00 - 16:00; Note that hours are subject to physician availability and patient volume; hours are subject to change. Weekend hours may be available; call to confirm. Closed statutory holidays.","802-11850 Oceola Road","","","","Lake Country","BC","V4V 2T5","50.054330","-119.412485","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=59769740&SiteResourceAgencyNum=59769738"
"LN-9300","Walk In Medical Clinics","59863672","Sun Peaks Community Health Centre","59863718","Primary Health Care","Provides urgent or same-day medical services including assessment, treatment and follow-up care of sudden illness or injuries, to individuals living in or visiting Sun Peaks. Services include primary care and family practice, prescription renewal, mental health services, sexual health clinics, preventive health procedures, harm reduction supplies, and physiotherapy.","59863726","59863711","7786440635","https://sunpeakshealth.com/services/",,"Y",,"Mon 10:00 - 16:30; Tue 10:00 - 16:30; Wed 10:00 - 16:30; Thu 10:00 - 16:30; Fri 10:00 - 16:30; Saturday and Sunday hours may be available; call to confirm. Closed statutory holidays.","3115 Creekside Way","","","","Sun Peaks","BC","V0E 5N0","50.883631","-119.886065","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=59863718&SiteResourceAgencyNum=59863711"
"LN-9300","Walk In Medical Clinics","60155907","Kinetic Energy Health and Wellness Centre","60156097","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are by phone unless the doctor determines there is a need for an in-person assessment. Call to schedule; no walk-in accepted.","60156116","60156069","2508286637","https://www.kamloopskineticenergy.com/medical-doctor",,"Y",,"Mon 07:00 - 16:00; Tue 07:00 - 16:00; Wed 07:00 - 16:00; Thu 07:00 - 16:00; Fri 07:00 - 16:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","207-450 Lansdowne Street","","","","Kamloops","BC","V2C 1Y4","50.676672","-120.328366","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=60156097&SiteResourceAgencyNum=60156069"
